train_loss,train_acc,val_loss,val_acc,bad_acc,good_acc
0.6800160660624255,0.5490605235099792,0.6925480849338028,0.49685534834861755,0.5974025974025974,0.4024390243902439
0.6622816050475724,0.6283924579620361,0.6897236892262345,0.5911949872970581,0.4415584415584416,0.7317073170731707
0.6494390047417802,0.6221294403076172,0.678464487288733,0.6037735939025879,0.48051948051948057,0.7195121951219512
0.6431109264399661,0.6450939178466797,0.6553809635294309,0.6477987170219421,0.48051948051948057,0.8048780487804879
0.6301512433865374,0.6409185528755188,0.6472425505800067,0.6603773832321167,0.5324675324675325,0.7804878048780488
0.6302872653545069,0.6346555352210999,0.6283729833626898,0.6603773832321167,0.5584415584415585,0.7560975609756098
0.6138322251948036,0.6617953777313232,0.6138000240865743,0.6792452931404114,0.5974025974025974,0.7560975609756098
0.6029059376746478,0.6638830900192261,0.6049845589781707,0.6792452931404114,0.6103896103896104,0.7439024390243902
0.6027979725089103,0.699373722076416,0.5888337001860516,0.6918238997459412,0.6233766233766234,0.7560975609756098
0.6007326775403511,0.6889352798461914,0.5742289708845271,0.7106918096542358,0.6363636363636364,0.7804878048780488
0.5918650923292921,0.6931106448173523,0.5684711082176592,0.7295597195625305,0.6233766233766234,0.8292682926829268
0.592457521932359,0.705636739730835,0.5578148597441379,0.7232704162597656,0.6493506493506493,0.7926829268292683
0.5686056168442728,0.7118998169898987,0.5454500564989054,0.7421383857727051,0.7272727272727273,0.7560975609756098
0.5796352063688704,0.7014613747596741,0.5459292785926435,0.7547169923782349,0.7402597402597403,0.7682926829268293
0.5680345339167839,0.7077244520187378,0.5271857557056835,0.74842768907547,0.6623376623376623,0.8292682926829268
0.564445590674255,0.7035490870475769,0.5239403731418106,0.74842768907547,0.6753246753246753,0.8170731707317074
0.5784772762674877,0.699373722076416,0.53314870783368,0.7421383857727051,0.8311688311688312,0.6585365853658536
0.5659749367291843,0.7139874696731567,0.5051024550536893,0.74842768907547,0.6753246753246753,0.8170731707317074
0.5389956377120008,0.7244259119033813,0.5063170807541542,0.7547169923782349,0.6623376623376623,0.8414634146341463
0.5502227237428653,0.7223381996154785,0.4937361774954406,0.7735849022865295,0.7402597402597403,0.8048780487804879
0.5506367670967086,0.7244259119033813,0.4854967702859603,0.7798742055892944,0.7402597402597403,0.8170731707317074
0.5379210149321029,0.7557411193847656,0.4991323670501229,0.7672955989837646,0.7272727272727273,0.8048780487804879
0.5455299644480169,0.7348642945289612,0.48888767590312837,0.7735849022865295,0.7142857142857143,0.8292682926829268
0.5431227175079457,0.7306889295578003,0.47904942133141765,0.7798742055892944,0.7402597402597403,0.8170731707317074
0.5564304819186694,0.7139874696731567,0.4726372571111475,0.7735849022865295,0.7402597402597403,0.8048780487804879
0.5498651808637169,0.7077244520187378,0.4577335953337591,0.8176100850105286,0.7922077922077921,0.8414634146341463
0.5259566194453668,0.7599164843559265,0.46000717495972254,0.8238993883132935,0.7402597402597403,0.9024390243902439
0.5127786563433286,0.7453027367591858,0.4576159307979188,0.805031418800354,0.7402597402597403,0.8658536585365854
0.5206431086352076,0.7494781017303467,0.45686241215879814,0.8113207817077637,0.7532467532467533,0.8658536585365854
0.5271870977943277,0.7390396595001221,0.4263554886452057,0.8301886916160583,0.8181818181818181,0.8414634146341463
0.5212757257056385,0.7327766418457031,0.42997625901264214,0.8238993883132935,0.7792207792207793,0.8658536585365854
0.5189215336811568,0.7327766418457031,0.4325806029937552,0.8176100850105286,0.7792207792207793,0.8536585365853658
0.49384312154355775,0.7265135645866394,0.44482927333633854,0.8238993883132935,0.7272727272727273,0.9146341463414634
0.5046341242521442,0.7494781017303467,0.4439122021760581,0.8301886916160583,0.7662337662337663,0.8902439024390244
0.49852370270109875,0.7494781017303467,0.41616300142036294,0.849056601524353,0.7922077922077921,0.9024390243902439
0.49069959771409166,0.7515657544136047,0.4143291395040428,0.8301886916160583,0.7792207792207793,0.8780487804878049
0.5126555919149475,0.7536534667015076,0.4174760107724172,0.849056601524353,0.8051948051948052,0.8902439024390244
0.47983729490905314,0.7724425792694092,0.40979061261662897,0.849056601524353,0.8181818181818181,0.8780487804878049
0.49459906603697695,0.7578288316726685,0.4110320622816026,0.8553459048271179,0.7922077922077921,0.9146341463414634
